id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
13,COMP_M,0,Mod0,M.USER.APP.0,12,72,95,22,None,0.0003333333333333333,2.000001,2.0003343333333334,1.0,2.000001
14,COMP_M,0,Mod0,M.USER.APP.0,13,72,45,22,None,0.0003333333333333333,3.000001,3.0003343333333334,1.0,3.000001
16,COMP_M,0,Mod0,M.USER.APP.0,15,72,95,22,None,0.0003333333333333333,3.0003343333333334,3.0006676666666667,1.0,3.0000020000000003
18,COMP_M,0,Mod0,M.USER.APP.0,17,72,66,22,None,0.0003333333333333333,4.000001,4.000334333333334,1.0,4.000001
11,COMP_M,0,Mod0,M.USER.APP.0,10,72,63,22,None,0.0003333333333333333,4.000334333333334,4.000667666666668,1.0,4.000001
39,COMP_M,0,Mod0,M.USER.APP.0,38,72,59,22,None,0.0003333333333333333,4.000667666666668,4.001001000000001,1.0,4.0000015
35,COMP_M,0,Mod0,M.USER.APP.0,34,72,95,22,None,0.0003333333333333333,4.001001000000001,4.001334333333335,1.0,4.000003
17,COMP_M,0,Mod0,M.USER.APP.0,16,72,68,22,None,0.0003333333333333333,5.0000015,5.0003348333333335,1.0,5.0000015
21,COMP_M,0,Mod0,M.USER.APP.0,20,72,45,22,None,0.0003333333333333333,5.0003348333333335,5.000668166666667,1.0,5.000002
31,COMP_M,0,Mod0,M.USER.APP.0,30,72,52,22,None,0.0003333333333333333,5.000668166666667,5.001001500000001,1.0,5.000002
23,COMP_M,0,Mod0,M.USER.APP.0,22,72,97,22,None,0.0003333333333333333,5.001001500000001,5.001334833333335,1.0,5.000002500000001
63,COMP_M,0,Mod0,M.USER.APP.0,12,72,95,22,None,0.0003333333333333333,5.001334833333335,5.0016681666666685,2.0,5.000004000000001
37,COMP_M,0,Mod0,M.USER.APP.0,36,72,66,22,None,0.0003333333333333333,6.0000015,6.0003348333333335,1.0,6.0000015
20,COMP_M,0,Mod0,M.USER.APP.0,19,72,68,22,None,0.0003333333333333333,6.0003348333333335,6.000668166666667,1.0,6.000002
13,COMP_M,0,Mod1,M0,72,74,22,19,Mod0,0.001,6.000336333333334,6.0013363333333345,2.0003343333333334,6.000336333333334
45,COMP_M,0,Mod0,M.USER.APP.0,44,72,59,22,None,0.0003333333333333333,6.000668166666667,6.001001500000001,1.0,6.000002500000001
66,COMP_M,0,Mod0,M.USER.APP.0,15,72,95,22,None,0.0003333333333333333,6.001001500000001,6.001334833333335,2.0,6.000005000000001
27,COMP_M,0,Mod0,M.USER.APP.0,26,72,63,22,None,0.0003333333333333333,7.000002500000001,7.0003358333333345,1.0,7.000002500000001
2,COMP_M,0,Mod0,M.USER.APP.0,1,72,78,22,None,0.0003333333333333333,7.0003358333333345,7.000669166666668,1.0,7.000003
5,COMP_M,0,Mod0,M.USER.APP.0,4,72,42,22,None,0.0003333333333333333,7.000669166666668,7.001002500000002,1.0,7.000003
8,COMP_M,0,Mod0,M.USER.APP.0,7,72,2,22,None,0.0003333333333333333,7.001002500000002,7.001335833333336,1.0,7.000003000000001
85,COMP_M,0,Mod0,M.USER.APP.0,34,72,95,22,None,0.0003333333333333333,7.001335833333336,7.0016691666666695,2.0,7.000006000000001
68,COMP_M,0,Mod0,M.USER.APP.0,17,72,66,22,None,0.0003333333333333333,8.000002,8.000335333333334,2.0,8.000002
40,COMP_M,0,Mod0,M.USER.APP.0,39,72,68,22,None,0.0003333333333333333,8.000335333333334,8.000668666666668,1.0,8.000003000000001
14,COMP_M,0,Mod1,M0,72,74,22,19,Mod0,0.001,8.000337333333334,8.001337333333334,3.0003343333333334,8.000337333333334
24,COMP_M,0,Mod0,M.USER.APP.0,23,72,82,22,None,0.0003333333333333333,8.000668666666668,8.001002000000002,1.0,8.000003500000002
113,COMP_M,0,Mod0,M.USER.APP.0,12,72,95,22,None,0.0003333333333333333,8.001002000000002,8.001335333333335,3.0,8.000007
7,COMP_M,0,Mod0,M.USER.APP.0,6,72,64,22,None,0.0003333333333333333,9.000003500000002,9.000336833333336,1.0,9.000003500000002
67,COMP_M,0,Mod0,M.USER.APP.0,16,72,68,22,None,0.0003333333333333333,9.000336833333336,9.00067016666667,2.0,9.000003500000002
1,COMP_M,0,Mod0,M.USER.APP.0,0,72,70,22,None,0.0003333333333333333,9.00067016666667,9.001003500000003,1.0,9.000004
41,COMP_M,0,Mod0,M.USER.APP.0,40,72,45,22,None,0.0003333333333333333,9.001003500000003,9.001336833333337,1.0,9.000004000000002
116,COMP_M,0,Mod0,M.USER.APP.0,15,72,95,22,None,0.0003333333333333333,9.001336833333337,9.00167016666667,3.0,9.000008000000001
13,COMP_M,0,Mod2,M1,74,69,19,36,Mod1,0.0005,9.001337833333336,9.001837833333337,6.0013363333333345,9.001337833333336
26,COMP_M,0,Mod0,M.USER.APP.0,25,72,33,22,None,0.0003333333333333333,10.0000025,10.000335833333335,1.0,10.0000025
30,COMP_M,0,Mod0,M.USER.APP.0,29,72,63,22,None,0.0003333333333333333,10.000335833333335,10.000669166666668,1.0,10.000004000000002
16,COMP_M,0,Mod1,M0,72,74,22,19,Mod0,0.001,10.000338333333335,10.001338333333335,3.0006676666666667,10.000338333333335
89,COMP_M,0,Mod0,M.USER.APP.0,38,72,59,22,None,0.0003333333333333333,10.000669166666668,10.001002500000002,2.0,10.000004500000003
135,COMP_M,0,Mod0,M.USER.APP.0,34,72,95,22,None,0.0003333333333333333,10.001002500000002,10.001335833333336,3.0,10.000008999999999
44,COMP_M,0,Mod0,M.USER.APP.0,43,72,97,22,None,0.0003333333333333333,11.000004000000002,11.000337333333336,1.0,11.000004000000002
70,COMP_M,0,Mod0,M.USER.APP.0,19,72,68,22,None,0.0003333333333333333,11.000337333333336,11.00067066666667,2.0,11.000004500000003
49,COMP_M,0,Mod0,M.USER.APP.0,48,72,52,22,None,0.0003333333333333333,11.00067066666667,11.001004000000004,1.0,11.000005000000002
4,COMP_M,0,Mod0,M.USER.APP.0,3,72,44,22,None,0.0003333333333333333,11.001004000000004,11.001337333333337,1.0,11.000005000000003
163,COMP_M,0,Mod0,M.USER.APP.0,12,72,95,22,None,0.0003333333333333333,11.001337333333337,11.001670666666671,4.0,11.00001
14,COMP_M,0,Mod2,M1,74,69,19,36,Mod1,0.0005,11.001338833333337,11.001838833333338,8.001337333333334,11.001338833333337
3,COMP_M,0,Mod0,M.USER.APP.0,2,72,74,22,None,0.0003333333333333333,12.000003000000001,12.000336333333335,1.0,12.000003000000001
90,COMP_M,0,Mod0,M.USER.APP.0,39,72,68,22,None,0.0003333333333333333,12.000336333333335,12.000669666666669,2.0,12.000005000000003
18,COMP_M,0,Mod1,M0,72,74,22,19,Mod0,0.001,12.000339333333336,12.001339333333336,4.000334333333334,12.000339333333336
10,COMP_M,0,Mod0,M.USER.APP.0,9,72,78,22,None,0.0003333333333333333,12.000669666666669,12.001003000000003,1.0,12.000005500000004
166,COMP_M,0,Mod0,M.USER.APP.0,15,72,95,22,None,0.0003333333333333333,12.001003000000003,12.001336333333336,4.0,12.000010999999997
