node,centrality
3,0.4040404040404041
4,0.26262626262626265
5,0.24242424242424243
11,0.15151515151515152
0,0.14141414141414144
1,0.14141414141414144
20,0.13131313131313133
2,0.13131313131313133
9,0.12121212121212122
13,0.12121212121212122
21,0.11111111111111112
16,0.10101010101010102
12,0.09090909090909091
28,0.09090909090909091
8,0.08080808080808081
43,0.08080808080808081
17,0.08080808080808081
26,0.08080808080808081
10,0.08080808080808081
56,0.07070707070707072
32,0.07070707070707072
39,0.07070707070707072
22,0.06060606060606061
33,0.06060606060606061
73,0.06060606060606061
55,0.06060606060606061
23,0.06060606060606061
36,0.06060606060606061
77,0.06060606060606061
18,0.06060606060606061
40,0.05050505050505051
31,0.05050505050505051
6,0.05050505050505051
24,0.05050505050505051
48,0.05050505050505051
47,0.05050505050505051
41,0.05050505050505051
67,0.05050505050505051
83,0.04040404040404041
57,0.04040404040404041
58,0.04040404040404041
63,0.04040404040404041
85,0.04040404040404041
29,0.04040404040404041
30,0.04040404040404041
68,0.04040404040404041
70,0.04040404040404041
81,0.04040404040404041
80,0.04040404040404041
74,0.04040404040404041
75,0.04040404040404041
54,0.04040404040404041
90,0.04040404040404041
52,0.04040404040404041
19,0.04040404040404041
49,0.04040404040404041
46,0.04040404040404041
15,0.04040404040404041
27,0.04040404040404041
45,0.04040404040404041
91,0.04040404040404041
14,0.04040404040404041
42,0.04040404040404041
82,0.030303030303030304
79,0.030303030303030304
96,0.030303030303030304
95,0.030303030303030304
94,0.030303030303030304
93,0.030303030303030304
84,0.030303030303030304
78,0.030303030303030304
92,0.030303030303030304
86,0.030303030303030304
87,0.030303030303030304
88,0.030303030303030304
89,0.030303030303030304
97,0.030303030303030304
98,0.030303030303030304
50,0.030303030303030304
76,0.030303030303030304
53,0.030303030303030304
7,0.030303030303030304
25,0.030303030303030304
34,0.030303030303030304
35,0.030303030303030304
37,0.030303030303030304
38,0.030303030303030304
44,0.030303030303030304
51,0.030303030303030304
59,0.030303030303030304
72,0.030303030303030304
60,0.030303030303030304
61,0.030303030303030304
62,0.030303030303030304
64,0.030303030303030304
65,0.030303030303030304
66,0.030303030303030304
69,0.030303030303030304
71,0.030303030303030304
99,0.030303030303030304
