node,centrality
4,0.31313131313131315
5,0.2828282828282829
3,0.24242424242424243
12,0.19191919191919193
2,0.13131313131313133
8,0.13131313131313133
11,0.13131313131313133
20,0.12121212121212122
13,0.12121212121212122
10,0.11111111111111112
6,0.10101010101010102
7,0.10101010101010102
0,0.09090909090909091
1,0.09090909090909091
26,0.09090909090909091
36,0.09090909090909091
16,0.08080808080808081
21,0.07070707070707072
53,0.07070707070707072
9,0.07070707070707072
82,0.06060606060606061
59,0.06060606060606061
22,0.06060606060606061
55,0.06060606060606061
33,0.06060606060606061
28,0.06060606060606061
29,0.06060606060606061
49,0.06060606060606061
48,0.05050505050505051
42,0.05050505050505051
45,0.05050505050505051
75,0.05050505050505051
65,0.05050505050505051
54,0.05050505050505051
68,0.05050505050505051
40,0.05050505050505051
60,0.05050505050505051
41,0.05050505050505051
37,0.05050505050505051
35,0.05050505050505051
17,0.05050505050505051
25,0.05050505050505051
14,0.05050505050505051
19,0.05050505050505051
15,0.05050505050505051
27,0.05050505050505051
38,0.04040404040404041
67,0.04040404040404041
61,0.04040404040404041
62,0.04040404040404041
66,0.04040404040404041
70,0.04040404040404041
72,0.04040404040404041
76,0.04040404040404041
77,0.04040404040404041
83,0.04040404040404041
80,0.04040404040404041
39,0.04040404040404041
18,0.04040404040404041
81,0.04040404040404041
56,0.04040404040404041
23,0.04040404040404041
34,0.04040404040404041
52,0.04040404040404041
51,0.04040404040404041
32,0.04040404040404041
46,0.04040404040404041
86,0.030303030303030304
95,0.030303030303030304
84,0.030303030303030304
94,0.030303030303030304
85,0.030303030303030304
91,0.030303030303030304
93,0.030303030303030304
87,0.030303030303030304
92,0.030303030303030304
88,0.030303030303030304
97,0.030303030303030304
98,0.030303030303030304
89,0.030303030303030304
90,0.030303030303030304
96,0.030303030303030304
50,0.030303030303030304
79,0.030303030303030304
57,0.030303030303030304
24,0.030303030303030304
30,0.030303030303030304
31,0.030303030303030304
43,0.030303030303030304
44,0.030303030303030304
47,0.030303030303030304
58,0.030303030303030304
78,0.030303030303030304
63,0.030303030303030304
64,0.030303030303030304
69,0.030303030303030304
71,0.030303030303030304
73,0.030303030303030304
74,0.030303030303030304
99,0.030303030303030304
