node,centrality
7,0.3535353535353536
5,0.23232323232323235
6,0.23232323232323235
2,0.21212121212121213
8,0.19191919191919193
3,0.14141414141414144
4,0.14141414141414144
15,0.12121212121212122
1,0.11111111111111112
16,0.11111111111111112
19,0.11111111111111112
26,0.10101010101010102
48,0.09090909090909091
43,0.08080808080808081
21,0.08080808080808081
18,0.08080808080808081
0,0.08080808080808081
32,0.07070707070707072
50,0.07070707070707072
9,0.07070707070707072
10,0.07070707070707072
37,0.06060606060606061
20,0.06060606060606061
49,0.06060606060606061
47,0.06060606060606061
27,0.06060606060606061
29,0.06060606060606061
42,0.06060606060606061
40,0.06060606060606061
33,0.06060606060606061
17,0.05050505050505051
62,0.05050505050505051
45,0.05050505050505051
11,0.05050505050505051
67,0.05050505050505051
53,0.05050505050505051
28,0.05050505050505051
13,0.05050505050505051
34,0.05050505050505051
12,0.05050505050505051
14,0.05050505050505051
24,0.05050505050505051
25,0.05050505050505051
58,0.04040404040404041
93,0.04040404040404041
84,0.04040404040404041
54,0.04040404040404041
76,0.04040404040404041
64,0.04040404040404041
83,0.04040404040404041
80,0.04040404040404041
65,0.04040404040404041
69,0.04040404040404041
71,0.04040404040404041
59,0.04040404040404041
52,0.04040404040404041
51,0.04040404040404041
23,0.04040404040404041
44,0.04040404040404041
22,0.04040404040404041
36,0.04040404040404041
38,0.04040404040404041
55,0.030303030303030304
89,0.030303030303030304
82,0.030303030303030304
30,0.030303030303030304
85,0.030303030303030304
86,0.030303030303030304
87,0.030303030303030304
88,0.030303030303030304
91,0.030303030303030304
90,0.030303030303030304
31,0.030303030303030304
92,0.030303030303030304
94,0.030303030303030304
95,0.030303030303030304
96,0.030303030303030304
97,0.030303030303030304
98,0.030303030303030304
81,0.030303030303030304
77,0.030303030303030304
79,0.030303030303030304
39,0.030303030303030304
57,0.030303030303030304
60,0.030303030303030304
61,0.030303030303030304
46,0.030303030303030304
63,0.030303030303030304
41,0.030303030303030304
66,0.030303030303030304
68,0.030303030303030304
78,0.030303030303030304
70,0.030303030303030304
72,0.030303030303030304
73,0.030303030303030304
74,0.030303030303030304
75,0.030303030303030304
35,0.030303030303030304
56,0.030303030303030304
99,0.030303030303030304
