node,centrality
3,0.393939393939394
0,0.20202020202020204
7,0.19191919191919193
1,0.19191919191919193
4,0.18181818181818182
5,0.18181818181818182
21,0.18181818181818182
12,0.15151515151515152
13,0.14141414141414144
28,0.12121212121212122
11,0.11111111111111112
14,0.11111111111111112
18,0.10101010101010102
10,0.09090909090909091
20,0.08080808080808081
15,0.08080808080808081
6,0.07070707070707072
32,0.07070707070707072
35,0.07070707070707072
22,0.07070707070707072
23,0.07070707070707072
46,0.07070707070707072
16,0.07070707070707072
9,0.07070707070707072
54,0.06060606060606061
36,0.05050505050505051
37,0.05050505050505051
41,0.05050505050505051
33,0.05050505050505051
31,0.05050505050505051
47,0.05050505050505051
63,0.05050505050505051
8,0.05050505050505051
38,0.05050505050505051
53,0.04040404040404041
52,0.04040404040404041
55,0.04040404040404041
57,0.04040404040404041
51,0.04040404040404041
68,0.04040404040404041
58,0.04040404040404041
59,0.04040404040404041
67,0.04040404040404041
72,0.04040404040404041
49,0.04040404040404041
80,0.04040404040404041
82,0.04040404040404041
85,0.04040404040404041
78,0.04040404040404041
50,0.04040404040404041
48,0.04040404040404041
29,0.04040404040404041
19,0.04040404040404041
45,0.04040404040404041
17,0.04040404040404041
25,0.04040404040404041
2,0.04040404040404041
27,0.04040404040404041
24,0.04040404040404041
34,0.04040404040404041
42,0.04040404040404041
40,0.04040404040404041
94,0.030303030303030304
96,0.030303030303030304
98,0.030303030303030304
81,0.030303030303030304
97,0.030303030303030304
83,0.030303030303030304
84,0.030303030303030304
86,0.030303030303030304
93,0.030303030303030304
87,0.030303030303030304
95,0.030303030303030304
88,0.030303030303030304
89,0.030303030303030304
79,0.030303030303030304
91,0.030303030303030304
92,0.030303030303030304
90,0.030303030303030304
75,0.030303030303030304
77,0.030303030303030304
76,0.030303030303030304
44,0.030303030303030304
43,0.030303030303030304
56,0.030303030303030304
39,0.030303030303030304
30,0.030303030303030304
60,0.030303030303030304
61,0.030303030303030304
62,0.030303030303030304
64,0.030303030303030304
65,0.030303030303030304
66,0.030303030303030304
26,0.030303030303030304
69,0.030303030303030304
70,0.030303030303030304
71,0.030303030303030304
73,0.030303030303030304
74,0.030303030303030304
99,0.030303030303030304
